# Purpose: record the 5-year volume-weighted phase saturations by matrix layer.
height_m,oil_saturation,gas_saturation,water_saturation
0.1527048,0.7998593570692014,0.0,0.20014064293082676
0.6099048,0.7999779439440575,0.0,0.20002205605622514
1.2195048,0.4506278763044303,0.3493642184985728,0.20000790519700154
1.8291048,0.356699676028449,0.44329943045348247,0.20000089351807568
2.4387048,0.30182110581569843,0.4981781682255455,0.200000725958776
2.8959048,0.28234038539418627,0.5176592984739293,0.20000031613189478
