# Purpose: compare stored GEOS kro with Thomas Table 3 and Eq. (25) at 2.5 years.
subregion,height_m,volume_m3,oil_saturation,gas_saturation,water_saturation,geos_oil_relperm,thomas_eq25_oil_relperm,geos_minus_thomas,geos_over_thomas
m_5_3_1,0.1527048,0.11326738636799973,0.7983100045688301,0.0012043774126412297,0.2004856180185287,0.9945279667291881,0.9950316378646288,-0.0005036711354406975,0.9994938139489498
m_5_3_2,0.6099048,0.22653477273599945,0.531315866462381,0.26826796450610435,0.2004161690315143,0.31223250384784523,0.31297338920139056,-0.0007408853535453286,0.9976327528821672
m_5_3_3,1.2195047999999997,0.22653477273599942,0.3560615511436511,0.4435328795494261,0.200405569306923,0.07353509240378167,0.07391585605478898,-0.0003807636510073098,0.9948486878008276
m_5_3_4,1.8291047999999999,0.2265347727359994,0.3006698727455997,0.4989365111649697,0.20039361608943063,0.028051006959436853,0.02847391468264804,-0.0004229077232111855,0.9851475384426538
m_5_3_5,2.4387048,0.22653477273599967,0.2735270888746972,0.5260919819254701,0.20038092919983302,0.012598062114936304,0.012958750446141087,-0.0003606883312047837,0.9721664266393686
m_5_3_6,2.8959048000000003,0.11326738636799959,0.25398375128035927,0.5457039339318087,0.20031231478783182,0.0015960639462496151,0.0020263417081370916,-0.00043027776188747646,0.7876578465716672
m_5_4_1,0.1527048,0.056633693183999904,0.7983025523640781,0.0012122283302453043,0.20048521930567662,0.9945056029878911,0.9950092271261198,-0.0005036241382286866,0.9994938497809882
m_5_4_2,0.6099048,0.11326738636799984,0.5290964604321602,0.27048724448071315,0.20041629508712652,0.3077948521672368,0.3085383474882688,-0.0007434953210320172,0.9975902660817217
m_5_4_3,1.2195047999999997,0.11326738636799981,0.35553727866999285,0.44405695075810786,0.2004057705718996,0.07310459466525315,0.07348570734145099,-0.00038111267619783673,0.9948137850204395
m_5_4_4,1.8291047999999999,0.11326738636799981,0.3002599003320762,0.4993465041335597,0.2003935955343642,0.027714341976059265,0.028137575672978032,-0.0004232336969187678,0.9849584163952966
m_5_4_5,2.4387048,0.11326738636799993,0.2734158587336246,0.5262032736885367,0.20038086757783857,0.012535433711884647,0.01289630888525617,-0.0003608751733715221,0.9720171735507904
m_5_4_6,2.8959048000000003,0.05663369318399984,0.25398300421861203,0.5457050059577665,0.20031198982362117,0.0015956612198057551,0.0020261347166547483,-0.00043047349684899316,0.7875395484266087
m_5_5_1,0.1527048,0.028316846591999886,0.7986649811881043,0.0008499063390222109,0.20048511247287323,0.9955932452921948,0.9960951387086644,-0.0005018934164695565,0.9994961390765141
m_5_5_2,0.6099048,0.05663369318399978,0.5297078081778421,0.2698756970834284,0.2004164947387298,0.30901721110662406,0.3097601977141201,-0.0007429866074960545,0.9976014135677246
m_5_5_3,1.2195047999999997,0.05663369318399977,0.35545916306244263,0.4441349157960557,0.20040592114150177,0.07304044321926081,0.07342159971538734,-0.00038115649612652236,0.9948086598820505
m_5_5_4,1.8291047999999999,0.05663369318399976,0.3001559022191439,0.4994504351011559,0.2003936626797005,0.02762893511580516,0.02805224235570114,-0.0004233072398959793,0.9849100391145755
m_5_5_5,2.4387048,0.05663369318399983,0.273386123388337,0.5262329587078023,0.20038091790386064,0.01251868721083299,0.012879578405250114,-0.00036089119441712336,0.9719795801491442
