time_years,oil_recovery_pct
0.0,-0.0008430177200757782
0.25,14.387449534488162
0.5,25.29675610313282
0.75,33.14243973040912
1.0,38.44137426802099
1.25,42.06444322277868
1.5,44.37663027732407
1.75,45.779725662901235
2.0,46.55059096293298
2.25,46.86891090601528
2.5,46.88111086671446
