# Purpose: record the 5-year volume-weighted phase saturations by matrix layer.
height_m,oil_saturation,gas_saturation,water_saturation
0.1908048,0.799904403502677,0.0,0.20009559650480355
0.5718048,0.7999819610108253,0.0,0.20001803903085522
0.9528048,0.5641458798366413,0.23584364392702695,0.20001047638084674
1.3338048,0.4110995362213475,0.3888968172457248,0.20000364709366197
1.7148048,0.36716657356119853,0.4328325250841206,0.20000090180756153
2.0958048,0.331668325965395,0.4683308318201812,0.20000084326340897
2.4768048,0.29851844763968877,0.5014808701025222,0.20000068332125467
2.8578048,0.28348189256184525,0.5165177122513154,0.200000396337007
