# Purpose: record the 5-year volume-weighted phase saturations by matrix layer.
height_m,oil_saturation,gas_saturation,water_saturation
0.2543048,0.7999479395121388,0.0,0.2000520605367477
0.7623048,0.7319904155030903,0.0680000159203536,0.20000956871571382
1.2703048,0.43428849906991257,0.36570793063445906,0.2000035708084395
1.7783048,0.3618513812180897,0.4381477410313416,0.20000087827661137
2.2863048,0.3153637768580074,0.4846354611930056,0.20000076324931956
2.7943048,0.2864742780789834,0.5135252367067741,0.20000048609942442
