mode,requested_pm_over_pc,requested_pf_over_pc,pc_Pa,pm0_Pa,pf0_Pa,pm0_over_pc,pf0_over_pc,f0,uz0_m,ux0_m,uz_dimless_2Guz_over_Pcb,initial_closure_relative_residual,t0_s,G_Pa,nu,Sbar_00,Sbar_01,Sbar_10,Sbar_11,abar_0,abar_1
pressure,0.455,0.488,1000000.0,454582.6546022551,488124.61541922187,0.4545826546022551,0.48812461541922186,-0.0005983789930530095,2.5003693638286468e-05,5.568311110877975e-06,0.5181182956600368,0.0,10.515742320506279,310825054.3831715,0.22,7.641227151294798e-10,-2.4349522604009097e-10,-2.4349522604009097e-10,9.640201476863314e-10,0.38186654506763945,0.6014135886912905
