# Purpose: compare 512-cell matrix recovery with the digitized SPE6 Fig. 1 reference.
time_years,oil_saturation_inventory_recovery_pct,oil_component_mass_recovery_pct,spe6_digitized_recovery_pct,volume_minus_spe6_percentage_points,matrix_oil_saturation,matrix_gas_saturation,matrix_water_saturation,matrix_mean_pressure_pa
0.0,0.0,0.0,0.0,0.0,0.8000000003660321,0.0,0.19999999963396797,31127732.833036307
0.25,9.546616245797024,9.544017759326628,8.75,0.7966162457970238,0.7236279552395372,0.07637090764298395,0.20000113711747838,31125323.779139332
0.5,16.734298983146402,16.731463893651743,17.5,-0.7657010168535976,0.6661265934609576,0.1338714611028749,0.2000019454135965,31124819.645079847
0.75,22.10513446647945,22.102125292973852,22.75,-0.6448655335205515,0.6231599820494701,0.17683726126188326,0.20000275668381925,31124389.66172244
1.0,26.362854186827434,26.359851289388136,28.000000000000004,-1.6371458131725696,0.5890982849045094,0.21089814341262691,0.20000357168256466,31123993.59111826
1.25,29.53828730424145,29.535108417384702,30.5,-0.9617126957585498,0.5636948679203169,0.23630075778308937,0.20000438496210843,31123657.441074982
1.5,31.84433391922368,31.841010056319895,33.0,-1.1556660807763208,0.5452465364143764,0.2547482665612441,0.20000519703009675,31123369.886725392
1.75,33.63102326570645,33.62759722736336,34.5,-0.8689767342935468,0.5309530511244467,0.26904094631118014,0.20000600256427467,31123143.02065481
2.0,35.01602101501603,35.01251492633589,36.0,-0.9839789849839704,0.5198730932172309,0.28012010195061554,0.20000680487420958,31122953.901739478
2.25,36.0875755589502,36.083991847861206,36.75,-0.6624244410498008,0.5113006829945964,0.28869170837419494,0.20000760863254458,31122773.08903787
2.5,36.925165408727736,36.92152565386368,37.5,-0.5748345912722641,0.5045999840532592,0.2953916081776649,0.20000840776850753,31122629.69087403
2.75,37.5625635291571,37.558867151893324,38.0,-0.43743647084289705,0.49950082169595594,0.3004899697119763,0.20000920859003793,31122488.427014355
3.0,38.04897165621822,38.04522971170549,38.5,-0.45102834378177903,0.4956095757531924,0.30438042632310125,0.20001000647388253,31122371.42593052
3.25,38.43353253290993,38.429755155376114,38.75,-0.3164674670900709,0.4925331040188413,0.30745610031439186,0.20001080132623655,31122276.817773808
3.5,38.7434443246204,38.73963894436632,39.0,-0.25655567537960167,0.49005382210701237,0.3099345878209109,0.20001159385762246,31122199.273582898
3.75,38.996582153294,38.992754300866885,39.25,-0.2534178467060002,0.48802872969830763,0.311958888362898,0.20001238456874965,31122135.049939375
4.0,39.20548764786752,39.20164153898863,39.5,-0.29451235213247884,0.48635749423257973,0.3136293337720619,0.20001317382441194,31122081.41844414
4.25,39.37932567382325,39.37546458076123,39.625,-0.24567432617674712,0.4849667971360777,0.31501924226318,0.20001396189971457,31122036.322747
4.5,39.52498754005482,39.52111404073742,39.75,-0.2250124599451766,0.483801508203277,0.3161837437163368,0.20001474900646515,31121998.179877266
4.75,39.64761645546576,39.64372970508816,39.875,-0.22738354453424137,0.4828204832415794,0.3171639804883558,0.2000155362700675,31121960.568949483
5.0,39.75063274161415,39.74673373195532,40.0,-0.2493672583858526,0.4819963587797266,0.3179873187563437,0.20001632302266736,31121926.880096808
